,sentence_number,word,pos,tag
87,3,light,JJ,O
88,3,microscopy,NN,O
89,3,.,.,O
90,4,Hyphae,NN,O
91,4,were,VBD,O
92,4,observed,VBN,O
93,4,by,IN,O
94,4,microscopic,JJ,O
95,4,examination,NN,O
96,4,.,.,O
97,5,We,PRP,O
98,5,carried,VBD,O
99,5,out,RP,O
100,5,a,DT,O
101,5,skin,NN,O
102,5,tissue,NN,O
103,5,biopsy,NN,O
104,5,",",",",O
105,5,which,WDT,O
106,5,showed,VBD,O
107,5,multiple,JJ,O
108,5,granulomatous,JJ,O
109,5,nodules,NNS,SYMP
110,5,.,.,O
111,6,Biopsy,NN,O
112,6,specimens,NNS,O
113,6,were,VBD,O
114,6,also,RB,O
115,6,inoculated,VBN,O
116,6,onto,IN,O
117,6,media,NNS,O
118,6,.,.,O
119,7,After,IN,O
120,7,being,VBG,O
121,7,cultured,VBN,O
122,7,on,IN,O
123,7,SDA,NNP,O
124,7,at,IN,O
125,7,27,CD,O
126,7,°C,NN,O
127,7,for,IN,O
128,7,7,CD,O
129,7,days,NNS,O
130,7,",",",",O
131,7,spreading-woolly-white,JJ,O
132,7,colonies,NNS,O
133,7,grew,VBD,O
134,7,on,IN,O
135,7,the,DT,O
136,7,inoculation,NN,O
137,7,sites,NNS,O
138,7,of,IN,O
139,7,media,NNS,O
140,7,containing,VBG,O
141,7,chloramphenicol,NN,O
142,7,only,RB,O
143,7,and,CC,O
144,7,there,RB,O
145,7,We,PRP,O
146,7,describe,VBP,O
147,7,the,DT,O
148,7,first,JJ,O
149,7,case,NN,O
150,7,of,IN,O
151,7,cutaneous,JJ,O
152,7,granuloma,NN,DIS
153,7,caused,VBN,O
154,7,by,IN,O
155,7,Schizophyllum,NN,PATH
156,7,commune,NN,PATH
157,7,",",",",O
158,7,which,WDT,O
159,7,illustrates,VBZ,O
160,7,the,DT,O
161,7,importance,NN,O
162,7,of,IN,O
163,7,recognizing,VBG,O
164,7,uncommon,JJ,O
165,7,pathogenic,JJ,O
166,7,fungal,JJ,O
167,7,infections,NNS,O
168,7,.,.,O
169,8,Hydropericardium,NN,O
170,8,hepatitis,NN,DIS
171,8,syndrome,NN,DIS
172,8,(,-LRB-,O
173,8,HHS,NNP,O
174,8,),-RRB-,O
175,8,is,VBZ,O
176,8,a,DT,O
177,8,lethal,JJ,O
178,8,disease,NN,O
179,8,caused,VBN,O
180,8,by,IN,O
181,8,Fowl,NN,O
182,8,adenovirus,NN,PATH
183,8,serotype,NN,O
184,8,4,CD,O
185,8,(,-LRB-,O
186,8,FAdV-4,NN,O
187,8,),-RRB-,O
188,8,that,WDT,O
189,8,mainly,RB,O
190,8,infects,VBZ,O
191,8,3,LS,O
192,8,-,:,O
193,8,to,TO,O
194,8,6-week-old,JJ,O
195,8,broiler,NN,O
196,8,chicks,NNS,O
197,8,.,.,O
198,9,In,IN,O
199,9,2015,CD,O
200,9,",",",",O
201,9,an,DT,O
202,9,infectious,JJ,DIS
203,9,disease,NN,DIS
204,9,characterized,VBD,O
205,9,similar,JJ,O
206,9,symptom,NN,O
207,9,to,TO,O
208,9,HHS,NNP,O
209,9,in,IN,O
210,9,broilers,NNS,O
211,9,outbroke,NN,O
212,9,in,IN,O
213,9,commercial,JJ,O
214,9,duck,NN,O
215,9,flocks,NNS,O
216,9,in,IN,O
217,9,Shandong,NNP,O
218,9,province,NN,O
219,9,.,.,O
220,10,FAdV-4,NN,O
221,10,was,VBD,O
222,10,isolated,VBN,O
223,10,from,IN,O
224,10,naturally,RB,O
225,10,infected,JJ,O
226,10,ducks,NNS,O
227,10,and,CC,O
228,10,determined,VBN,O
229,10,by,IN,O
230,10,polymerase,NN,O
231,10,chain,NN,O
232,10,reaction,NN,O
233,10,(,-LRB-,O
234,10,PCR,NN,O
235,10,),-RRB-,O
236,10,amplification,NN,O
237,10,and,CC,O
238,10,DNA,NN,O
239,10,sequence,NN,O
240,10,analysis,NN,O
241,10,.,.,O
242,11,In,IN,O
243,11,order,NN,O
244,11,to,TO,O
245,11,investigate,VB,O
246,11,the,DT,O
247,11,effect,NN,O
248,11,of,IN,O
249,11,FAdV-4,NN,O
250,11,infection,NN,O
251,11,on,IN,O
252,11,muscovy,JJ,O
253,11,ducks,NNS,O
254,11,",",",",O
255,11,we,PRP,O
256,11,determined,VBD,O
257,11,and,CC,O
258,11,characterized,VBD,O
259,11,the,DT,O
260,11,FAdV-4,NN,O
261,11,Isolate,VB,O
262,11,",",",",O
263,11,and,CC,O
264,11,assessed,VBD,O
265,11,its,PRP$,O
266,11,pathogenicity,NN,O
267,11,.,.,O
268,12,In,IN,O
269,12,this,DT,O
270,12,study,NN,O
271,12,",",",",O
272,12,HHS,NNP,O
273,12,was,VBD,O
274,12,respectively,RB,O
275,12,reproduced,VBN,O
276,12,in,IN,O
277,12,5-week-old,JJ,O
278,12,muscovy,JJ,O
279,12,duck,NN,O
280,12,by,IN,O
281,12,intramuscular,JJ,O
282,12,injection,NN,O
283,12,and,CC,O
284,12,intranasal,JJ,O
285,12,inoculation,NN,O
286,12,of,IN,O
287,12,allantoic,JJ,O
288,12,fluid,NN,O
289,12,containing,VBG,O
290,12,FAdV-4,NN,O
291,12,",",",",O
292,12,ducks,NNS,O
293,12,in,IN,O
294,12,the,DT,O
295,12,negative,JJ,O
296,12,control,NN,O
297,12,group,NN,O
298,12,were,VBD,O
299,12,inoculated,VBN,O
300,12,with,IN,O
301,12,allantoic,JJ,O
302,12,fluids,NNS,O
303,12,of,IN,O
304,12,healthy,JJ,O
305,12,duck,NN,O
306,12,embryos,NNS,O
307,12,in,IN,O
308,12,the,DT,O
309,12,same,JJ,O
310,12,manner,NN,O
311,12,.,.,O
312,13,Clinical,JJ,O
313,13,symptoms,NNS,O
314,13,",",",",O
315,13,gross,JJ,O
316,13,and,CC,O
317,13,microscopic,JJ,O
318,13,lesions,NNS,SYMP
319,13,",",",",O
320,13,cytokines,NNS,O
321,13,and,CC,O
322,13,antibodies,NNS,O
323,13,",",",",O
324,13,blood,NN,O
325,13,biochemical,JJ,O
326,13,indices,NNS,O
327,13,were,VBD,O
328,13,detected,VBN,O
329,13,and,CC,O
330,13,recorded,VBN,O
331,13,for,IN,O
332,13,12,CD,O
333,13,days,NNS,O
334,13,after,IN,O
335,13,infection,NN,O
336,13,.,.,O
337,14,Typical,JJ,O
338,14,hydropericardium,NN,O
339,14,and,CC,O
340,14,hepatitis,NN,DIS
341,14,was,VBD,O
342,14,observed,VBN,O
343,14,in,IN,O
344,14,experimental,JJ,O
345,14,muscovy,JJ,O
346,14,duck,NN,O
347,14,in,IN,O
348,14,the,DT,O
349,14,3rd,JJ,O
350,14,day,NN,O
351,14,post-inoculation,NN,O
352,14,(,-LRB-,O
353,14,dpi,NN,O
354,14,),-RRB-,O
355,14,.,.,O
356,15,FAdV-4,NN,O
357,15,can,MD,O
358,15,be,VB,O
359,15,replicated,VBN,O
360,15,in,IN,O
361,15,tissues,NNS,O
362,15,and,CC,O
363,15,cause,VB,O
364,15,pathological,JJ,O
365,15,damage,NN,O
366,15,",",",",O
367,15,especially,RB,O
368,15,in,IN,O
369,15,the,DT,O
370,15,liver,NN,O
371,15,and,CC,O
372,15,immune,JJ,O
373,15,organs,NNS,O
374,15,.,.,O
375,16,Most,JJS,O
376,16,of,IN,O
377,16,the,DT,O
378,16,immune-related,JJ,O
379,16,cytokines,NNS,O
380,16,and,CC,O
381,16,antibodies,NNS,O
382,16,levels,NNS,O
383,16,are,VBP,O
384,16,up-regulated,VBN,O
385,16,and,CC,O
386,16,then,RB,O
387,16,decreased,VBD,O
388,16,",",",",O
389,16,which,WDT,O
390,16,may,MD,O
391,16,be,VB,O
392,16,caused,VBN,O
393,16,by,IN,O
394,16,the,DT,O
395,16,initial,JJ,O
396,16,infection,NN,O
397,16,and,CC,O
398,16,the,DT,O
399,16,normal,JJ,O
400,16,immune,JJ,O
401,16,response,NN,O
402,16,",",",",O
403,16,later,RB,O
404,16,the,DT,O
405,16,virus,NN,O
406,16,caused,VBD,O
407,16,the,DT,O
408,16,immunosuppression,NN,O
409,16,and,CC,O
410,16,led,VBD,O
411,16,to,TO,O
412,16,the,DT,O
413,16,decrease,NN,O
414,16,of,IN,O
415,16,levels,NNS,O
416,16,.,.,O
417,17,To,TO,O
418,17,the,DT,O
419,17,best,JJS,O
420,17,of,IN,O
421,17,our,PRP$,O
422,17,knowledge,NN,O
423,17,",",",",O
424,17,this,DT,O
425,17,is,VBZ,O
426,17,the,DT,O
427,17,first,JJ,O
428,17,systematic,JJ,O
429,17,trial,NN,O
430,17,of,IN,O
431,17,the,DT,O
432,17,pathogenicity,NN,O
433,17,of,IN,O
434,17,FAdV-4,NN,O
435,17,in,IN,O
436,17,muscovy,JJ,O
437,17,ducks,NNS,O
438,17,mainly,RB,O
439,17,based,VBN,O
440,17,on,IN,O
441,17,the,DT,O
442,17,serological,JJ,O
443,17,test,NN,O
444,17,",",",",O
445,17,which,WDT,O
446,17,will,MD,O
447,17,provide,VB,O
448,17,new,JJ,O
449,17,insights,NNS,O
450,17,into,IN,O
451,17,the,DT,O
452,17,study,NN,O
453,17,of,IN,O
454,17,the,DT,O
455,17,disease,NN,O
456,17,.,.,O
457,18,Sputum,NN,SYMP
458,18,smear,NN,O
459,18,and,CC,O
460,18,culture,NN,O
461,18,conversions,NNS,O
462,18,are,VBP,O
463,18,an,DT,O
464,18,important,JJ,O
465,18,indicator,NN,O
466,18,of,IN,O
467,18,treatment,NN,O
468,18,efficacy,NN,O
469,18,and,CC,O
470,18,help,NN,O
471,18,to,TO,O
472,18,determine,VB,O
473,18,treatment,NN,O
474,18,duration,NN,O
475,18,in,IN,O
476,18,multidrug,JJ,O
477,18,resistant,JJ,O
478,18,tuberculosis,NN,DIS
479,18,(,-LRB-,O
480,18,MDR-TB,NN,O
481,18,),-RRB-,O
482,18,patients,NNS,O
483,18,.,.,O
484,19,There,EX,O
485,19,are,VBP,O
486,19,no,DT,O
487,19,published,VBN,O
488,19,studies,NNS,O
489,19,of,IN,O
490,19,sputum,NN,SYMP
491,19,smear,NN,O
492,19,and,CC,O
493,19,culture,NN,O
494,19,conversion,NN,O
495,19,of,IN,O
496,19,MDR-TB,NN,O
497,19,patients,NNS,O
498,19,in,IN,O
499,19,Ethiopia,NNP,O
500,19,.,.,O
501,20,The,DT,O
502,20,objective,NN,O
503,20,of,IN,O
504,20,this,DT,O
505,20,study,NN,O
506,20,is,VBZ,O
507,20,to,TO,O
508,20,evaluate,VB,O
509,20,and,CC,O
510,20,compare,VB,O
511,20,time,NN,O
512,20,to,TO,O
513,20,initial,JJ,O
514,20,sputum,NN,SYMP
515,20,smear,NN,O
516,20,and,CC,O
517,20,culture,NN,O
518,20,conversion,NN,O
519,20,and,CC,O
520,20,to,TO,O
521,20,identify,VB,O
522,20,factors,NNS,O
523,20,influencing,VBG,O
524,20,time,NN,O
525,20,to,TO,O
526,20,culture,NN,O
527,20,conversion,NN,O
528,20,.,.,O
529,21,A,DT,O
530,21,retrospective,JJ,O
531,21,cohort,NN,O
532,21,study,NN,O
533,21,was,VBD,O
534,21,conducted,VBN,O
535,21,among,IN,O
536,21,all,DT,O
537,21,culture,NN,O
538,21,positive,JJ,O
539,21,and,CC,O
540,21,rifampicin,NN,O
541,21,mono,NN,O
542,21,resistant,JJ,O
543,21,(,-LRB-,O
544,21,RR,NN,O
545,21,),-RRB-,O
546,21,or,CC,O
547,21,MDR-TB,NN,O
548,21,patients,NNS,O
549,21,from,IN,O
550,21,September,NNP,O
551,21,2011,CD,O
552,21,to,TO,O
553,21,August,NNP,O
554,21,2016,CD,O
555,21,at,IN,O
556,21,University,NNP,O
557,21,of,IN,O
558,21,Gondar,NNP,O
559,21,Hospital,NNP,O
560,21,.,.,O
561,22,Sputum,NN,SYMP
562,22,cultures,NNS,O
563,22,were,VBD,O
564,22,collected,VBN,O
565,22,monthly,RB,O
566,22,and,CC,O
567,22,conversion,NN,O
568,22,was,VBD,O
569,22,defined,VBN,O
570,22,as,IN,O
571,22,two,CD,O
572,22,consecutive,JJ,O
573,22,negative,JJ,O
574,22,cultures,NNS,O
575,22,taken,VBN,O
576,22,at,IN,O
577,22,least,JJS,O
578,22,30,CD,O
579,22,days,NNS,O
580,22,apart,RB,O
581,22,.,.,O
582,23,Data,NNS,O
583,23,were,VBD,O
584,23,entered,VBN,O
585,23,using,VBG,O
586,23,EpiData,NNP,O
587,23,and,CC,O
588,23,exported,VBN,O
589,23,to,TO,O
590,23,SPSS,NNP,O
591,23,software,NN,O
592,23,for,IN,O
593,23,analysis,NN,O
594,23,.,.,O
595,24,Cox,NN,O
596,24,proportional,JJ,O
597,24,hazard,NN,O
598,24,model,NN,O
599,24,was,VBD,O
600,24,used,VBN,O
601,24,to,TO,O
602,24,determine,VB,O
603,24,the,DT,O
604,24,predictor,NN,O
605,24,variables,NNS,O
606,24,for,IN,O
607,24,culture,NN,O
608,24,conversion,NN,O
609,24,.,.,O
610,25,Overall,RB,O
611,25,",",",",O
612,25,85.5,CD,O
613,25,%,NN,O
614,25,(,-LRB-,O
615,25,201/235,CD,O
616,25,),-RRB-,O
617,25,of,IN,O
618,25,the,DT,O
619,25,patients,NNS,O
620,25,converted,VBD,O
621,25,their,PRP$,O
622,25,cultures,NNS,O
623,25,in,IN,O
624,25,a,DT,O
625,25,median,NN,O
626,25,of,IN,O
627,25,72,CD,O
628,25,days,NNS,O
629,25,(,-LRB-,O
630,25,inter-quartile,JJ,O
631,25,range,NN,O
632,25,:,:,O
633,25,44-123,CD,O
634,25,),-RRB-,O
635,25,.,.,O
636,26,More,JJR,O
637,26,than,IN,O
638,26,half,NN,O
639,26,(,-LRB-,O
640,26,61.7,CD,O
641,26,%,NN,O
642,26,),-RRB-,O
643,26,of,IN,O
644,26,patients,NNS,O
645,26,achieved,VBD,O
646,26,culture,NN,O
647,26,conversion,NN,O
648,26,within,IN,O
649,26,three,CD,O
650,26,months,NNS,O
651,26,.,.,O
652,27,The,DT,O
653,27,median,JJ,O
654,27,time,NN,O
655,27,for,IN,O
656,27,sputum,NN,SYMP
657,27,smear,JJ,O
658,27,conversion,NN,O
659,27,was,VBD,O
660,27,54,CD,O
661,27,days,NNS,O
662,27,(,-LRB-,O
663,27,inter-quartile,JJ,O
664,27,range,NN,O
665,27,:,:,O
666,27,31-72,CD,O
667,27,),-RRB-,O
668,27,.,.,O
669,28,The,DT,O
670,28,median,JJ,O
671,28,time,NN,O
672,28,to,TO,O
673,28,culture,NN,O
674,28,conversion,NN,O
675,28,among,IN,O
676,28,HIV,NN,PATH
677,28,positive,JJ,O
678,28,patients,NNS,O
679,28,was,VBD,O
680,28,significantly,RB,O
681,28,shorter,JJR,O
682,28,at,IN,O
683,28,67,CD,O
684,28,days,NNS,O
685,28,(,-LRB-,O
686,28,95,CD,O
687,28,%,NN,O
688,28,CI,NN,O
689,28,",",",",O
690,28,55.4-78.6,CD,O
691,28,),-RRB-,O
692,28,compared,VBN,O
693,28,to,TO,O
694,28,HIV,NN,PATH
695,28,negative,JJ,O
696,28,patients,NNS,O
697,28,",",",",O
698,28,77,CD,O
699,28,days,NNS,O
700,28,(,-LRB-,O
701,28,95,CD,O
702,28,%,NN,O
703,28,CI,NN,O
704,28,",",",",O
705,28,63.9-90,CD,O
706,28,",",",",O
707,28,p,NN,O
708,28,=,JJ,O
709,28,0.005,CD,O
710,28,),-RRB-,O
711,28,.,.,O
712,29,Independent,NNP,O
713,29,predictors,NNS,O
714,29,of,IN,O
715,29,significantly,RB,O
716,29,longer,JJR,O
717,29,time,NN,O
718,29,to,TO,O
719,29,sputum,NN,SYMP
720,29,culture,NN,O
721,29,conversion,NN,O
722,29,were,VBD,O
723,29,underweight,JJ,O
724,29,(,-LRB-,O
725,29,aHR,NN,O
726,29,=,JJ,O
727,29,0.71,CD,O
728,29,",",",",O
729,29,95,CD,O
730,29,%,NN,O
731,29,CI,NN,O
732,29,",",",",O
733,29,0.52-0.97,CD,O
734,29,),-RRB-,O
735,29,",",",",O
736,29,HIV,NN,PATH
737,29,negative,JJ,O
738,29,(,-LRB-,O
739,29,aHR,NN,O
740,29,=,JJ,O
741,29,0.66,CD,O
742,29,",",",",O
743,29,95,CD,O
744,29,%,NN,O
745,29,CI,NN,O
746,29,",",",",O
747,29,0.47-0.94,CD,O
748,29,),-RRB-,O
749,29,and,CC,O
750,29,treatment,NN,O
751,29,regimen,NN,O
752,29,composition,NN,O
753,29,(,-LRB-,O
754,29,aHR,NN,O
755,29,=,JJ,O
756,29,0.57,CD,O
757,29,",",",",O
758,29,95,CD,O
759,29,%,NN,O
760,29,CI,NN,O
761,29,",",",",O
762,29,0.37-0.88,CD,O
763,29,),-RRB-,O
764,29,.,.,O
765,30,Significantly,RB,O
766,30,higher,JJR,O
767,30,rate,NN,O
768,30,of,IN,O
769,30,culture,NN,O
770,30,conversion,NN,O
771,30,was,VBD,O
772,30,observed,VBN,O
773,30,in,IN,O
774,30,2015,CD,O
775,30,(,-LRB-,O
776,30,aHR,NN,O
777,30,=,JJ,O
778,30,1.86,CD,O
779,30,",",",",O
780,30,95,CD,O
781,30,%,NN,O
782,30,CI,NN,O
783,30,",",",",O
784,30,1.1-3.14,CD,O
785,30,),-RRB-,O
786,30,and,CC,O
787,30,in,IN,O
788,30,2016,CD,O
789,30,(,-LRB-,O
790,30,aHR,NN,O
791,30,=,JJ,O
792,30,3.7,CD,O
793,30,",",",",O
794,30,95,CD,O
795,30,%,NN,O
796,30,CI,NN,O
797,30,",",",",O
798,30,1.88-7.35,CD,O
799,30,),-RRB-,O
800,30,years,NNS,O
801,30,of,IN,O
802,30,treatment,NN,O
803,30,compared,VBN,O
804,30,to,TO,O
805,30,2011,CD,O
806,30,.,.,O
807,31,Majority,NNP,O
808,31,of,IN,O
809,31,patients,NNS,O
810,31,achieved,VBD,O
811,31,sputum,NN,SYMP
812,31,culture,NN,O
813,31,conversion,NN,O
814,31,within,IN,O
815,31,three,CD,O
816,31,months,NNS,O
817,31,and,CC,O
818,31,smear,JJ,O
819,31,conversion,NN,O
820,31,within,IN,O
821,31,two,CD,O
822,31,months,NNS,O
823,31,.,.,O
824,32,Patients,NNS,O
825,32,with,IN,O
826,32,identified,VBN,O
827,32,risk,NN,O
828,32,factors,NNS,O
829,32,were,VBD,O
830,32,associated,VBN,O
831,32,with,IN,O
832,32,delayed,VBN,O
833,32,culture,NN,O
834,32,conversion,NN,O
835,32,.,.,O
836,33,These,DT,O
837,33,factors,NNS,O
838,33,should,MD,O
839,33,be,VB,O
840,33,considered,VBN,O
841,33,during,IN,O
842,33,management,NN,O
843,33,of,IN,O
844,33,MDR-TB,NN,O
845,33,patients,NNS,O
846,33,.,.,O
847,34,Immune,JJ,O
848,34,activating,VBG,O
849,34,cytokines,NNS,O
850,34,Interferon,NN,O
851,34,(,-LRB-,O
852,34,IFN,NN,O
853,34,),-RRB-,O
854,34,-,:,O
855,34,γ,NN,O
856,34,and,CC,O
857,34,Tumor,NN,O
858,34,necrosis,NN,SYMP
859,34,factor,NN,O
860,34,(,-LRB-,O
861,34,TNF,NN,O
862,34,),-RRB-,O
863,34,-,:,O
864,34,α,NN,O
865,34,are,VBP,O
866,34,known,VBN,O
867,34,to,TO,O
868,34,activate,VB,O
869,34,macrophages,NNS,O
870,34,for,IN,O
871,34,killing,NN,O
872,34,of,IN,O
873,34,Leishmania,NNP,PATH
874,34,parasite,NN,O
875,34,.,.,O
876,35,IFN-γ,NN,O
877,35,provides,VBZ,O
878,35,therapeutic,JJ,O
879,35,potential,NN,O
880,35,while,IN,O
881,35,TNF-α,NN,O
882,35,has,VBZ,O
883,35,been,VBN,O
884,35,recognized,VBN,O
885,35,to,TO,O
886,35,mediate,VB,O
887,35,protection,NN,O
888,35,in,IN,O
889,35,visceral,JJ,O
890,35,model,NN,O
891,35,of,IN,O
892,35,infection,NN,O
893,35,.,.,O
894,36,In,IN,O
895,36,the,DT,O
896,36,present,JJ,O
897,36,study,NN,O
898,36,we,PRP,O
899,36,investigated,VBD,O
900,36,whether,IN,O
901,36,combination,NN,O
902,36,of,IN,O
903,36,IFN-γ,NN,O
904,36,and,CC,O
905,36,TNF-α,NN,O
906,36,has,VBZ,O
907,36,better,JJR,O
908,36,therapeutic,JJ,O
909,36,strength,NN,O
910,36,than,IN,O
911,36,individually,RB,O
912,36,using,VBG,O
913,36,one,CD,O
914,36,of,IN,O
915,36,these,DT,O
916,36,cytokines,NNS,O
917,36,in,IN,O
918,36,Visceral,JJ,O
919,36,Leishmaniasis,NN,DIS
920,36,(,-LRB-,O
921,36,VL,NN,O
922,36,),-RRB-,O
923,36,patients,NNS,O
924,36,.,.,O
925,37,We,PRP,O
926,37,performed,VBD,O
927,37,combined,JJ,O
928,37,blockade,NN,O
929,37,of,IN,O
930,37,IFN-γ,NN,O
931,37,and,CC,O
932,37,TNF-α,NN,O
933,37,in,IN,O
934,37,VL,NNP,O
935,37,splenic,JJ,O
936,37,biopsies,NNS,O
937,37,and,CC,O
938,37,demonstrated,VBD,O
939,37,it,PRP,O
940,37,'s,VBZ,O
941,37,impact,NN,O
942,37,on,IN,O
943,37,number,NN,O
944,37,of,IN,O
945,37,viable,JJ,O
946,37,amastigotes,NNS,O
947,37,and,CC,O
948,37,cytokine,NN,O
949,37,production,NN,O
950,37,.,.,O
951,38,Additionally,RB,O
952,38,",",",",O
953,38,selective,JJ,O
954,38,depletion,NN,O
955,38,of,IN,O
956,38,splenic,JJ,O
957,38,cell,NN,O
958,38,subsets,NNS,O
959,38,was,VBD,O
960,38,performed,VBN,O
961,38,to,TO,O
962,38,establish,VB,O
963,38,the,DT,O
964,38,cellular,JJ,O
965,38,sources,NNS,O
966,38,of,IN,O
967,38,IFN-γ,NN,O
968,38,and,CC,O
969,38,TNF-α,NN,O
970,38,.,.,O
971,39,Treatment,NN,O
972,39,of,IN,O
973,39,splenic,JJ,O
974,39,aspirate,JJ,O
975,39,cells,NNS,O
976,39,with,IN,O
977,39,combination,NN,O
978,39,of,IN,O
979,39,anti-IFN-γ,JJ,O
980,39,and,CC,O
981,39,anti-TNF-α,JJ,O
982,39,monoclonal,JJ,O
983,39,antibodies,NNS,O
984,39,for,IN,O
985,39,72,CD,O
986,39,hours,NNS,O
987,39,enabled,VBD,O
988,39,no,DT,O
989,39,direct,JJ,O
990,39,additive,JJ,O
991,39,impact,NN,O
992,39,of,IN,O
993,39,these,DT,O
994,39,cytokines,NNS,O
995,39,on,IN,O
996,39,parasite,NN,O
997,39,replication,NN,O
998,39,and,CC,O
999,39,IL-10,NN,O
1000,39,secretion,NN,O
1001,39,",",",",O
1002,39,but,CC,O
1003,39,IL-4,NN,O
1004,39,production,NN,O
1005,39,was,VBD,O
1006,39,induced,VBN,O
1007,39,.,.,O
1008,40,Further,JJ,O
1009,40,assessment,NN,O
1010,40,of,IN,O
1011,40,splenic,JJ,O
1012,40,biopsies,NNS,O
1013,40,put,VBD,O
1014,40,forward,RB,O
1015,40,CD4,NN,O
1016,40,+,CC,O
1017,40,T,NN,O
1018,40,cells,NNS,O
1019,40,as,IN,O
1020,40,a,DT,O
1021,40,source,NN,O
1022,40,of,IN,O
1023,40,IFN-γ,NN,O
1024,40,whereas,IN,O
1025,40,CD14,NN,O
1026,40,+,CC,O
1027,40,cells,NNS,O
1028,40,contribute,VBP,O
1029,40,towards,IN,O
1030,40,TNF-α,NN,O
1031,40,production,NN,O
1032,40,.,.,O
1033,41,Overall,JJ,O
1034,41,our,PRP$,O
1035,41,results,NNS,O
1036,41,suggest,VBP,O
1037,41,",",",",O
1038,41,the,DT,O
1039,41,interplay,NN,O
1040,41,of,IN,O
1041,41,pro-inflammatory,JJ,O
1042,41,cytokines,NNS,O
1043,41,IFN-γ,NN,O
1044,41,derived,VBN,O
1045,41,from,IN,O
1046,41,CD4,NN,O
1047,41,+,CC,O
1048,41,T,NN,O
1049,41,lymphocytes,NNS,O
1050,41,and,CC,O
1051,41,TNF-α,NN,O
1052,41,from,IN,O
1053,41,CD14,NN,O
1054,41,+,CC,O
1055,41,cells,NNS,O
1056,41,has,VBZ,O
1057,41,no,DT,O
1058,41,direct,JJ,O
1059,41,additive,JJ,O
1060,41,impact,NN,O
1061,41,on,IN,O
1062,41,parasite,NN,O
1063,41,replication,NN,O
1064,41,but,CC,O
1065,41,induces,VBZ,O
1066,41,IL-4,NN,O
1067,41,production,NN,O
1068,41,.,.,O
1069,42,Our,PRP$,O
1070,42,data,NNS,O
1071,42,does,VBZ,O
1072,42,not,RB,O
1073,42,support,VB,O
1074,42,direct,JJ,O
1075,42,targeting,NN,O
1076,42,of,IN,O
1077,42,IFN-γ,NN,O
1078,42,and,CC,O
1079,42,TNF-α,NN,O
1080,42,for,IN,O
1081,42,combination,NN,O
1082,42,therapy,NN,O
1083,42,but,CC,O
1084,42,targeting,VBG,O
1085,42,these,DT,O
1086,42,cytokines,NNS,O
1087,42,as,IN,O
1088,42,an,DT,O
1089,42,adjuvant,JJ,O
1090,42,in,IN,O
1091,42,patients,NNS,O
1092,42,with,IN,O
1093,42,exaggerated,JJ,O
1094,42,tissue,NN,O
1095,42,inflammatory,JJ,O
1096,42,responses,NNS,O
1097,42,can,MD,O
1098,42,have,VB,O
1099,42,favourable,JJ,O
1100,42,patient,NN,O
1101,42,outcome,NN,O
1102,42,.,.,O
1103,43,Accumulating,VBG,O
1104,43,evidence,NN,O
1105,43,suggests,VBZ,O
1106,43,that,IN,O
1107,43,gut,NN,O
1108,43,microbiota,NN,O
1109,43,affect,VBP,O
1110,43,the,DT,O
1111,43,development,NN,O
