,sentence_number,word,pos,tag
267,9,present,JJ,O
268,9,study,NN,O
269,9,",",",",O
270,9,we,PRP,O
271,9,investigated,VBD,O
272,9,the,DT,O
273,9,presence,NN,O
274,9,of,IN,O
275,9,HBV,NN,O
276,9,in,IN,O
277,9,the,DT,O
278,9,synovium,NN,O
279,9,and,CC,O
280,9,its,PRP$,O
281,9,clinical,JJ,O
282,9,significance,NN,O
283,9,in,IN,O
284,9,RA,NN,O
285,9,.,.,O
286,10,Fifty-seven,CD,O
287,10,consecutive,JJ,O
288,10,patients,NNS,O
289,10,with,IN,O
290,10,active,JJ,O
291,10,RA,NN,O
292,10,(,-LRB-,O
293,10,Disease,NN,O
294,10,Activity,NN,O
295,10,Score,NN,O
296,10,28-joint,JJ,O
297,10,assessment,NN,O
298,10,based,VBN,O
299,10,on,IN,O
300,10,C-reactive,JJ,O
301,10,protein,NN,O
302,10,≥,NN,O
303,10,2.6,CD,O
304,10,),-RRB-,O
305,10,and,CC,O
306,10,available,JJ,O
307,10,synovial,JJ,O
308,10,tissue,NN,O
309,10,who,WP,O
310,10,had,VBD,O
311,10,completed,VBN,O
312,10,1,CD,O
313,10,year,NN,O
314,10,of,IN,O
315,10,follow-up,NN,O
316,10,were,VBD,O
317,10,recruited,VBN,O
318,10,from,IN,O
319,10,a,DT,O
320,10,prospective,JJ,O
321,10,cohort,NN,O
322,10,.,.,O
323,11,The,DT,O
324,11,patients,NNS,O
325,11,were,VBD,O
326,11,divided,VBN,O
327,11,into,IN,O
328,11,chronic,JJ,O
329,11,HBV,NN,PATH
330,11,infection,NN,O
331,11,(,-LRB-,O
332,11,CHB,NN,O
333,11,",",",",O
334,11,n,NN,O
335,11,=,JJ,O
336,11,11,CD,O
337,11,),-RRB-,O
338,11,and,CC,O
339,11,non-CHB,JJ,O
340,11,groups,NNS,O
341,11,according,VBG,O
342,11,to,TO,O
343,11,baseline,NN,O
344,11,HBV,NN,O
345,11,infection,NN,O
346,11,status,NN,O
347,11,.,.,O
348,12,Clinical,JJ,O
349,12,data,NNS,O
350,12,were,VBD,O
351,12,collected,VBN,O
352,12,at,IN,O
353,12,baseline,NN,O
354,12,and,CC,O
355,12,at,IN,O
356,12,1,LS,O
357,12,-,:,O
358,12,",",",",O
359,12,3,LS,O
360,12,-,:,O
361,12,",",",",O
362,12,6,CD,O
363,12,-,:,O
364,12,",",",",O
365,12,and,CC,O
366,12,12-month,JJ,O
367,12,follow-up,NN,O
368,12,.,.,O
369,13,Radiographic,JJ,O
370,13,changes,NNS,O
371,13,of,IN,O
372,13,hand/wrist,NN,O
373,13,at,IN,O
374,13,baseline,NN,O
375,13,and,CC,O
376,13,month,NN,O
377,13,12,CD,O
378,13,were,VBD,O
379,13,assessed,VBN,O
380,13,with,IN,O
381,13,the,DT,O
382,13,Sharp/van,JJ,O
383,13,der,NN,O
384,13,Heijde-modified,JJ,O
385,13,Sharp,JJ,O
386,13,score,NN,O
387,13,(,-LRB-,O
388,13,mTSS,NN,O
389,13,),-RRB-,O
390,13,.,.,O
391,14,HBV,NN,O
392,14,in,IN,O
393,14,synovium,NN,O
394,14,was,VBD,O
395,14,determined,VBN,O
396,14,by,IN,O
397,14,immunohistochemical,JJ,O
398,14,staining,NN,O
399,14,for,IN,O
400,14,hepatitis,NN,PATH
401,14,B,NN,PATH
402,14,virus,NN,PATH
403,14,surface,NN,O
404,14,antigen,NN,O
405,14,and,CC,O
406,14,hepatitis,NN,PATH
407,14,B,NN,PATH
408,14,virus,NN,PATH
409,14,core,NN,O
410,14,antigen,NN,O
411,14,(,-LRB-,O
412,14,HBcAg,NN,O
413,14,),-RRB-,O
414,14,and,CC,O
415,14,by,IN,O
416,14,nested,JJ,O
417,14,PCR,NN,O
418,14,for,IN,O
419,14,the,DT,O
420,14,HBV,NN,O
421,14,S,NN,O
422,14,gene,NN,O
423,14,.,.,O
424,15,HBcAg,NN,O
425,15,was,VBD,O
426,15,found,VBN,O
427,15,in,IN,O
428,15,the,DT,O
429,15,synovium,NN,O
430,15,of,IN,O
431,15,patients,NNS,O
432,15,with,IN,O
433,15,RA,NN,O
434,15,with,IN,O
435,15,CHB,NN,O
436,15,(,-LRB-,O
437,15,7,CD,O
438,15,of,IN,O
439,15,11,CD,O
440,15,",",",",O
441,15,64,CD,O
442,15,%,NN,O
443,15,),-RRB-,O
444,15,",",",",O
445,15,which,WDT,O
446,15,was,VBD,O
447,15,confirmed,VBN,O
448,15,by,IN,O
449,15,PCR,NN,O
450,15,for,IN,O
451,15,the,DT,O
452,15,HBV,NN,O
453,15,S,NN,O
454,15,gene,NN,O
455,15,.,.,O
456,16,Compared,VBN,O
457,16,with,IN,O
458,16,the,DT,O
459,16,non-CHB,JJ,O
460,16,group,NN,O
461,16,",",",",O
462,16,more,JJR,O
463,16,CD68-positive,JJ,O
464,16,macrophages,NNS,O
465,16,",",",",O
466,16,CD20-positive,JJ,O
467,16,B,NN,O
468,16,cells,NNS,O
469,16,",",",",O
470,16,and,CC,O
471,16,CD15-positive,JJ,O
472,16,neutrophils,NNS,O
473,16,infiltrated,VBD,O
474,16,the,DT,O
475,16,synovium,NN,O
476,16,in,IN,O
477,16,the,DT,O
478,16,CHB,NN,O
479,16,group,NN,O
480,16,(,-LRB-,O
481,16,all,DT,O
482,16,p,NN,O
483,16,<,JJR,O
484,16,0.05,CD,O
485,16,),-RRB-,O
486,16,.,.,O
487,17,There,EX,O
488,17,were,VBD,O
489,17,smaller,JJR,O
490,17,improvements,NNS,O
491,17,from,IN,O
492,17,baseline,NN,O
493,17,in,IN,O
494,17,most,JJS,O
495,17,disease,NN,O
496,17,activity,NN,O
497,17,indicators,NNS,O
498,17,mainly,RB,O
499,17,at,IN,O
500,17,month,NN,O
501,17,12,CD,O
502,17,",",",",O
503,17,and,CC,O
504,17,a,DT,O
505,17,significantly,RB,O
506,17,higher,JJR,O
507,17,percentage,NN,O
508,17,of,IN,O
509,17,CHB,NN,O
510,17,patients,NNS,O
511,17,experienced,VBD,O
512,17,1-year,JJ,O
513,17,radiographic,JJ,O
514,17,progression,NN,O
515,17,(,-LRB-,O
516,17,ΔmTSS,NN,O
517,17,≥,CD,O
518,17,0.5,CD,O
519,17,unit/yr,NNS,O
520,17,",",",",O
521,17,64,CD,O
522,17,%,NN,O
523,17,vs.,CC,O
524,17,26,CD,O
525,17,%,NN,O
526,17,",",",",O
527,17,p,NN,O
528,17,=,JJ,O
529,17,0.024,CD,O
530,17,),-RRB-,O
531,17,.,.,O
532,18,Multivariate,JJ,O
533,18,logistic,JJ,O
534,18,regression,NN,O
535,18,analysis,NN,O
536,18,showed,VBD,O
537,18,that,IN,O
538,18,CHB,NN,O
539,18,status,NN,O
540,18,(,-LRB-,O
541,18,OR,NN,O
542,18,14.230,CD,O
543,18,",",",",O
544,18,95,CD,O
545,18,%,NN,O
546,18,CI,NN,O
547,18,2.213-95.388,CD,O
548,18,;,:,O
549,18,p,NN,O
550,18,=,JJ,O
551,18,0.006,CD,O
552,18,),-RRB-,O
553,18,and,CC,O
554,18,the,DT,O
555,18,density,NN,O
556,18,of,IN,O
557,18,synovial,JJ,O
558,18,CD68-positive,JJ,O
559,18,macrophages,NNS,O
560,18,(,-LRB-,O
561,18,OR,NN,O
562,18,1.002,CD,O
563,18,",",",",O
564,18,95,CD,O
565,18,%,NN,O
566,18,CI,NN,O
567,18,1.001-1.003,CD,O
568,18,;,:,O
569,18,p,NN,O
570,18,=,JJ,O
571,18,0.003,CD,O
572,18,),-RRB-,O
573,18,were,VBD,O
574,18,independently,RB,O
575,18,associated,VBN,O
576,18,with,IN,O
577,18,1-year,JJ,O
578,18,radiographic,JJ,O
579,18,progression,NN,O
580,18,.,.,O
581,19,The,DT,O
582,19,presence,NN,O
583,19,of,IN,O
584,19,HBV,NN,O
585,19,in,IN,O
586,19,RA,NN,O
587,19,synovium,NN,O
588,19,may,MD,O
589,19,be,VB,O
590,19,involved,VBN,O
591,19,in,IN,O
592,19,the,DT,O
593,19,pathogenesis,NN,O
594,19,of,IN,O
595,19,local,JJ,O
596,19,lesions,NNS,SYMP
597,19,and,CC,O
598,19,exacerbate,VB,O
599,19,disease,NN,O
600,19,progression,NN,O
601,19,in,IN,O
602,19,RA,NN,O
603,19,.,.,O
604,20,The,DT,O
605,20,diagnostic,JJ,O
606,20,criteria,NNS,O
607,20,for,IN,O
608,20,sequential,JJ,O
609,20,rapidly,RB,O
610,20,destructive,JJ,O
611,20,coxarthrosis,NN,O
612,20,remain,VBP,O
613,20,unclear,JJ,O
614,20,and,CC,O
615,20,this,DT,O
616,20,condition,NN,O
617,20,is,VBZ,O
618,20,rarely,RB,O
619,20,reported,VBN,O
620,20,in,IN,O
621,20,patients,NNS,O
622,20,with,IN,O
623,20,human,JJ,PATH
624,20,immunodeficiency,NN,PATH
625,20,virus,NN,PATH
626,20,(,-LRB-,O
627,20,HIV,NN,PATH
628,20,),-RRB-,O
629,20,.,.,O
630,21,Here,RB,O
631,21,",",",",O
632,21,we,PRP,O
633,21,report,VBP,O
634,21,a,DT,O
635,21,case,NN,O
636,21,of,IN,O
637,21,an,DT,O
638,21,HIV-infected,JJ,O
639,21,73-year,JJ,O
640,21,old,JJ,O
641,21,female,NN,O
642,21,who,WP,O
643,21,experienced,VBD,O
644,21,hip,NN,SYMP
645,21,joint,JJ,O
646,21,destruction,NN,O
647,21,.,.,O
648,22,The,DT,O
649,22,patient,NN,O
650,22,was,VBD,O
651,22,diagnosed,VBN,O
652,22,with,IN,O
653,22,HIV,NN,PATH
654,22,in,IN,O
655,22,2012,CD,O
656,22,(,-LRB-,O
657,22,at,IN,O
658,22,age,NN,O
659,22,68,CD,O
660,22,years,NNS,O
661,22,),-RRB-,O
662,22,and,CC,O
663,22,began,VBD,O
664,22,continuous,JJ,O
665,22,treatment,NN,O
666,22,with,IN,O
667,22,nucleoside,JJ,O
668,22,reverse,JJ,O
669,22,transcriptase,NN,O
670,22,and,CC,O
671,22,protease,NN,O
672,22,inhibitors,NNS,O
673,22,.,.,O
674,23,Twenty-nine,CD,O
675,23,months,NNS,O
676,23,after,IN,O
677,23,her,PRP$,O
678,23,HIV,NN,PATH
679,23,diagnosis,NN,O
680,23,",",",",O
681,23,the,DT,O
682,23,patient,NN,O
683,23,experienced,VBD,O
684,23,osteonecrosis,NN,O
685,23,of,IN,O
686,23,the,DT,O
687,23,right,JJ,O
688,23,hip,NN,O
689,23,and,CC,O
690,23,underwent,VBD,O
691,23,a,DT,O
692,23,total,JJ,O
693,23,hip,NN,O
694,23,arthroplasty,NN,O
695,23,(,-LRB-,O
696,23,THA,NN,O
697,23,),-RRB-,O
698,23,.,.,O
699,24,Twelve,CD,O
700,24,months,NNS,O
701,24,post,JJ,O
702,24,right-hip,NN,O
703,24,THA,NN,O
704,24,",",",",O
705,24,X-ray,NN,O
706,24,results,NNS,O
707,24,showed,VBD,O
708,24,good,JJ,O
709,24,outcomes,NNS,O
710,24,.,.,O
711,25,Eight,CD,O
712,25,months,NNS,O
713,25,later,RB,O
714,25,(,-LRB-,O
715,25,20,CD,O
716,25,months,NNS,O
717,25,post,NN,O
718,25,THA,NN,O
719,25,),-RRB-,O
720,25,",",",",O
721,25,however,RB,O
722,25,",",",",O
723,25,osteolysis,NN,O
724,25,of,IN,O
725,25,the,DT,O
726,25,left,JJ,O
727,25,femoral,JJ,O
728,25,head,NN,O
729,25,was,VBD,O
730,25,detected,VBN,O
731,25,upon,IN,O
732,25,radiological,JJ,O
733,25,exam,NN,O
734,25,and,CC,O
735,25,THA,NN,O
736,25,of,IN,O
737,25,the,DT,O
738,25,left,JJ,O
739,25,hip,NN,O
740,25,was,VBD,O
741,25,performed,VBN,O
742,25,;,:,O
743,25,chronic,JJ,O
744,25,inflammation,NN,SYMP
745,25,and,CC,O
746,25,fibrosis,NN,DIS
747,25,were,VBD,O
748,25,identified,VBN,O
749,25,in,IN,O
750,25,the,DT,O
751,25,resultant,JJ,O
752,25,biopsy,NN,O
753,25,.,.,O
754,26,Favorable,JJ,O
755,26,results,NNS,O
756,26,were,VBD,O
757,26,obtained,VBN,O
758,26,at,IN,O
759,26,3,CD,O
760,26,months,NNS,O
761,26,after,IN,O
762,26,the,DT,O
763,26,second,JJ,O
764,26,surgery,NN,O
765,26,.,.,O
766,27,Bilateral,JJ,O
767,27,basal,JJ,O
768,27,ganglia,NN,O
769,27,lesions,NNS,SYMP
770,27,are,VBP,O
771,27,a,DT,O
772,27,common,JJ,O
773,27,non-specific,JJ,O
774,27,finding,NN,O
775,27,seen,VBN,O
776,27,in,IN,O
777,27,many,JJ,O
778,27,diseases,NNS,O
779,27,.,.,O
780,28,One,CD,O
781,28,of,IN,O
782,28,the,DT,O
783,28,differential,JJ,O
784,28,diagnoses,NNS,O
785,28,for,IN,O
786,28,it,PRP,O
787,28,",",",",O
788,28,in,IN,O
789,28,a,DT,O
790,28,child,NN,O
791,28,",",",",O
792,28,is,VBZ,O
793,28,kernicterus,NN,O
794,28,occurring,VBG,O
795,28,due,JJ,O
796,28,to,TO,O
797,28,hyperbilirubinemia,NN,O
798,28,.,.,O
799,29,Glucose-6-phosphate,JJ,O
800,29,dehydrogenase,NN,O
801,29,(,-LRB-,O
802,29,G6PD,NN,O
803,29,),-RRB-,O
804,29,deficiency,NN,O
805,29,is,VBZ,O
806,29,a,DT,O
807,29,common,JJ,O
808,29,cause,NN,O
809,29,of,IN,O
810,29,severe,JJ,O
811,29,hyperbilirubinemia,NN,O
812,29,.,.,O
813,30,A,DT,O
814,30,1-year,JJ,O
815,30,old,JJ,O
816,30,child,NN,O
817,30,presented,VBN,O
818,30,to,TO,O
819,30,the,DT,O
820,30,hospital,NN,O
821,30,with,IN,O
822,30,history,NN,O
823,30,of,IN,O
824,30,generalized,VBN,O
825,30,dystonia,NN,O
826,30,in,IN,O
827,30,the,DT,O
828,30,previous,JJ,O
829,30,3,CD,O
830,30,days,NNS,O
831,30,.,.,O
832,31,MRI,NNP,O
833,31,showed,VBD,O
834,31,evidence,NN,O
835,31,of,IN,O
836,31,symmetrical,JJ,O
837,31,lesions,NNS,SYMP
838,31,in,IN,O
839,31,bilateral,JJ,O
840,31,globus,NN,O
841,31,pallidus,NN,O
842,31,",",",",O
843,31,which,WDT,O
844,31,were,VBD,O
845,31,hyperintense,NN,O
846,31,on,IN,O
847,31,T2/FLAIR,NN,O
848,31,and,CC,O
849,31,isointense,NN,O
850,31,on,IN,O
851,31,T1,NN,O
852,31,.,.,O
853,32,Patient,NN,O
854,32,'s,POS,O
855,32,blood,NN,O
856,32,test,NN,O
857,32,revealed,VBD,O
858,32,G6PD,NN,O
859,32,deficiency,NN,O
860,32,.,.,O
861,33,Hence,RB,O
862,33,",",",",O
863,33,a,DT,O
864,33,diagnosis,NN,O
865,33,of,IN,O
866,33,G6PD,NN,O
867,33,deficiency,NN,O
868,33,leading,VBG,O
869,33,to,TO,O
870,33,kernicterus,NN,O
871,33,was,VBD,O
872,33,made,VBN,O
873,33,.,.,O
874,34,In,IN,O
875,34,a,DT,O
876,34,child,NN,O
877,34,",",",",O
878,34,the,DT,O
879,34,diseases,NNS,O
880,34,that,WDT,O
881,34,may,MD,O
882,34,affect,VB,O
883,34,the,DT,O
884,34,basal,JJ,O
885,34,ganglia,NN,O
886,34,symmetrically,RB,O
887,34,and,CC,O
888,34,bilaterally,RB,O
889,34,include,VBP,O
890,34,kernicterus,NN,O
891,34,",",",",O
892,34,hypoxia,NN,O
893,34,",",",",O
894,34,carbon,NN,O
895,34,monoxide,NN,O
896,34,poisoning,NN,DIS
897,34,",",",",O
898,34,hypoglycemia,NN,O
899,34,",",",",O
900,34,inherited,VBN,O
901,34,metabolic,JJ,O
902,34,and,CC,O
903,34,dysmyelinating,JJ,O
904,34,disorders,NNS,O
905,34,like,IN,O
906,34,Leigh,NNP,O
907,34,disorder,NNP,O
908,34,",",",",O
909,34,Canavan,NNP,O
910,34,and,CC,O
911,34,Krabbe,NNP,O
912,34,",",",",O
913,34,Neurofibromatosis,NNP,O
914,34,",",",",O
915,34,Herpes,NNP,DIS
916,34,encephalitis,NN,DIS
917,34,",",",",O
918,34,congenital,JJ,O
919,34,HIV,NN,PATH
920,34,infection,NN,O
921,34,",",",",O
922,34,manganese,NN,O
923,34,poisoning,NN,DIS
924,34,and,CC,O
925,34,extrapontine,NN,O
926,34,myelinolysis,NN,O
927,34,.,.,O
928,35,Important,JJ,O
929,35,causes,NNS,O
930,35,of,IN,O
931,35,kernicterus,NN,O
932,35,are,VBP,O
933,35,Rh,JJ,O
934,35,incompatibility,NN,O
935,35,",",",",O
936,35,ABO,NN,O
937,35,incompatibility,NN,O
938,35,",",",",O
939,35,sepsis,NN,DIS
940,35,",",",",O
941,35,hemolytic,JJ,O
942,35,anaemia,NN,O
943,35,and,CC,O
944,35,G6PD,NN,O
945,35,deficiency,NN,O
946,35,.,.,O
947,36,G6PD,NN,O
948,36,deficiency,NN,O
949,36,leading,VBG,O
950,36,to,TO,O
951,36,kernicterus,NN,O
952,36,should,MD,O
953,36,be,VB,O
954,36,considered,VBN,O
955,36,a,DT,O
956,36,differential,JJ,O
957,36,diagnosis,NN,O
958,36,of,IN,O
959,36,bilateral,JJ,O
960,36,basal,JJ,O
961,36,ganglia,NN,O
962,36,lesions,NNS,SYMP
963,36,in,IN,O
964,36,children,NNS,O
965,36,.,.,O
966,37,Proper,JJ,O
967,37,elicitation,NN,O
968,37,of,IN,O
969,37,history,NN,O
970,37,with,IN,O
971,37,appropriate,JJ,O
972,37,blood,NN,O
973,37,biochemical,JJ,O
974,37,tests,NNS,O
975,37,will,MD,O
976,37,help,VB,O
977,37,in,IN,O
978,37,arriving,VBG,O
979,37,at,IN,O
980,37,a,DT,O
981,37,proper,JJ,O
982,37,diagnosis,NN,O
983,37,.,.,O
984,38,Chronic,JJ,O
985,38,diffuse,JJ,SYMP
986,38,pain,NN,SYMP
987,38,disorders,NNS,O
988,38,",",",",O
989,38,such,JJ,O
990,38,as,IN,O
991,38,fibromyalgia,NNP,O
992,38,",",",",O
993,38,and,CC,O
994,38,functional,JJ,O
995,38,gastrointestinal,JJ,O
996,38,disorders,NNS,O
997,38,(,-LRB-,O
998,38,FGIDs,NNS,O
999,38,),-RRB-,O
1000,38,",",",",O
1001,38,such,JJ,O
1002,38,as,IN,O
1003,38,irritable,JJ,O
1004,38,bowel,NN,O
1005,38,syndrome,NN,DIS
1006,38,",",",",O
1007,38,place,NN,O
1008,38,substantial,JJ,O
1009,38,burden,NN,O
1010,38,on,IN,O
1011,38,those,DT,O
1012,38,affected,VBN,O
1013,38,and,CC,O
1014,38,on,IN,O
1015,38,the,DT,O
1016,38,medical,JJ,O
1017,38,system,NN,O
1018,38,.,.,O
1019,39,Despite,IN,O
1020,39,their,PRP$,O
1021,39,sizable,JJ,O
1022,39,impact,NN,O
1023,39,",",",",O
1024,39,their,PRP$,O
1025,39,pathophysiology,NN,O
1026,39,is,VBZ,O
1027,39,poorly,RB,O
1028,39,understood,VBN,O
1029,39,.,.,O
1030,40,In,IN,O
1031,40,contrast,NN,O
1032,40,to,TO,O
1033,40,an,DT,O
1034,40,approach,NN,O
1035,40,that,WDT,O
1036,40,focuses,VBZ,O
1037,40,on,IN,O
1038,40,the,DT,O
1039,40,correlation,NN,O
1040,40,between,IN,O
1041,40,heart,NN,O
1042,40,rate,NN,O
1043,40,variability,NN,O
1044,40,(,-LRB-,O
1045,40,HRV,NN,O
1046,40,),-RRB-,O
1047,40,and,CC,O
1048,40,a,DT,O
1049,40,specific,JJ,O
1050,40,organ,NN,O
1051,40,or,CC,O
1052,40,symptom,NN,O
1053,40,",",",",O
1054,40,we,PRP,O
1055,40,propose,VBP,O
1056,40,that,IN,O
1057,40,a,DT,O
1058,40,bio-evolutionary,JJ,O
1059,40,threat-related,JJ,O
1060,40,autonomic,JJ,O
1061,40,response-as,NNS,O
1062,40,outlined,VBN,O
1063,40,in,IN,O
1064,40,the,DT,O
1065,40,Polyvagal,JJ,O
1066,40,Theory-may,NN,O
1067,40,serve,VBP,O
1068,40,as,IN,O
1069,40,a,DT,O
1070,40,plausible,JJ,O
1071,40,explanation,NN,O
1072,40,of,IN,O
1073,40,how,WRB,O
1074,40,HRV,NNP,O
1075,40,",",",",O
1076,40,particularly,RB,O
1077,40,respiratory,JJ,O
1078,40,sinus,NN,O
1079,40,arrhythmia,NN,O
1080,40,(,-LRB-,O
1081,40,RSA,NN,PATH
1082,40,),-RRB-,O
1083,40,",",",",O
1084,40,would,MD,O
1085,40,index,NN,O
1086,40,the,DT,O
1087,40,pathophysiology,NN,O
1088,40,of,IN,O
1089,40,these,DT,O
1090,40,disorders,NNS,O
1091,40,.,.,O
1092,41,Evidence,NN,O
1093,41,comes,VBZ,O
1094,41,from,IN,O
1095,41,:,:,O
1096,41,(,-LRB-,O
1097,41,1,LS,O
1098,41,),-RRB-,O
1099,41,the,DT,O
1100,41,well-documented,JJ,O
1101,41,atypical,JJ,O
1102,41,autonomic,JJ,O
1103,41,regulation,NN,O
1104,41,of,IN,O
1105,41,the,DT,O
1106,41,heart,NN,O
1107,41,common,JJ,O
1108,41,to,TO,O
